English,Japanese,context
finals,	ファイナライズ,We found several finals.
focus,	ファイナライズ,We found several focus.
focused,	確定,I focused the report.
focuses,	終了,We found several focuses.
focusing,	確定,They are focusing the results.
focussed,	きっぱり,I focussed the report.
focussing,	最終的に,They are focussing the results.
refocus,	決勝,We found several refocus.
refocused,焦点,I refocused the report.
refocuses,	集中,We found several refocuses.
refocusing,	焦点,They are refocusing the results.
refocussed,	中心,I refocussed the report.
refocusses,	焦点,We found several refocusses.
refocussing,	焦点,They are refocussing the results.
impact,	再び,Try to use the word 'impact' in a short sentence.
impacted,	合わせた,I impacted the report.
impacting,	焦点を合わせ直す,They are impacting the results.
impacts,	移す,We found several impacts.
injure,	再フォーカス,Try to use the word 'injure' in a short sentence.
injured,	再フォーカス,I injured the report.
injures,	再フォーカス,We found several injures.
injuries,インパクト,We found several injuries.
injuring,	影響,They are injuring the results.
injury,	影響,Try to use the word 'injury' in a short sentence.
uninjured,	影響,I uninjured the report.
institute,傷つける,Try to use the word 'institute' in a short sentence.
instituted,	傷付いた,I instituted the report.
institutes,	傷つける,We found several institutes.
instituting,	傷害,They are instituting the results.
institution,	負傷,Try to use the word 'institution' in a short sentence.
institutional,	怪我,Try to use the word 'institutional' in a short sentence.
institutionalise,	無傷,Try to use the word 'institutionalise' in a short sentence.
institutionalised,学院,I institutionalised the report.
institutionalises,	制定,We found several institutionalises.
institutionalising,	機関,They are institutionalising the results.
institutionalized,	制定,I institutionalized the report.
institutionalizes,	施設,We found several institutionalizes.
institutionalizing,	機関,They are institutionalizing the results.
institutionally,	制度化,Try to use the word 'institutionally' in a short sentence.
institutions,	制度化,We found several institutions.
invest,	施設化,Try to use the word 'invest' in a short sentence.
invested,	制度化,I invested the report.
investing,	制度,They are investing the results.
investment,	制度化,Try to use the word 'investment' in a short sentence.
investments,	制度化,We found several investments.
investor,	制度的に,She is an investor.
investors,	機関,We found several investors.
invests,投じる,We found several invests.
reinvest,	投資,Try to use the word 'reinvest' in a short sentence.
reinvested,	投資,I reinvested the report.
reinvesting,	投資,They are reinvesting the results.
reinvestment,	投資,Try to use the word 'reinvestment' in a short sentence.
reinvests,	出資者,We found several reinvests.
item,	投資 家,Try to use the word 'item' in a short sentence.
itemisation,	投資,Try to use the word 'itemisation' in a short sentence.
itemise,	再,Try to use the word 'itemise' in a short sentence.
itemised,	再投資,I itemised the report.
itemises,	逆行,We found several itemises.
itemising,	再,They are itemising the results.
items,	再投資,We found several items.
journal,アイテム,Try to use the word 'journal' in a short sentence.
journals,	アイテム化,We found several journals.
maintain,	アイテム,He tries to maintain good health.
maintained,	アイテム別,I maintained the report.
maintaining,	アイテム,They are maintaining the results.
maintains,	アイテム化,We found several maintains.
maintenance,	項目,Try to use the word 'maintenance' in a short sentence.
normal,日誌,Try to use the word 'normal' in a short sentence.
abnormal,	仕訳 帳,Try to use the word 'abnormal' in a short sentence.
abnormally,保つ,Try to use the word 'abnormally' in a short sentence.
normalisation,	維持,Try to use the word 'normalisation' in a short sentence.
normalise,	維持,Try to use the word 'normalise' in a short sentence.
normalised,	維持,I normalised the report.
normalises,	メンテナンス,We found several normalises.
normalising,正常,They are normalising the results.
normalization,	異常,Try to use the word 'normalization' in a short sentence.
normalize,	異常に,Try to use the word 'normalize' in a short sentence.
normalized,	正常化,I normalized the report.
normalizes,	正規化,We found several normalizes.
normalizing,	正規化,They are normalizing the results.
normality,	標準化,Try to use the word 'normality' in a short sentence.
normally,	正規化,Try to use the word 'normally' in a short sentence.
obtain,	正常化,Try to use the word 'obtain' in a short sentence.
obtainable,	ノーマライズ,Try to use the word 'obtainable' in a short sentence.
obtained,	正規化,I obtained the report.
obtaining,	正規化,They are obtaining the results.
obtains,	正規化,We found several obtains.
unobtainable,	正常,Try to use the word 'unobtainable' in a short sentence.
participate,	通常であれば,Try to use the word 'participate' in a short sentence.
participant,手に入る,Try to use the word 'participant' in a short sentence.
participants,	得 られる,We found several participants.
participated,	取得,I participated the report.
participates,	入手,We found several participates.
participating,	取得,They are participating the results.
participation,	入らない,Try to use the word 'participation' in a short sentence.
participatory,参加する,Try to use the word 'participatory' in a short sentence.
perceive,	参加者,Try to use the word 'perceive' in a short sentence.
perceived,	参加者,I perceived the report.
perceives,	参加,We found several perceives.
perceiving,	参加,They are perceiving the results.
perception,	参加,Try to use the word 'perception' in a short sentence.
perceptions,	参加,We found several perceptions.
positive,	参加,Try to use the word 'positive' in a short sentence.
positively,悟る,Try to use the word 'positively' in a short sentence.
potential,	知覚,Try to use the word 'potential' in a short sentence.
potentially,	認識,Try to use the word 'potentially' in a short sentence.
previous,	知覚,We found several previous.
previously,	知覚,Try to use the word 'previously' in a short sentence.
primary,	認識,Try to use the word 'primary' in a short sentence.
