English,Japanese,context
odd,孕む,"The concept of 'odd' plays an important role in many real-life situations, helping us better understand and use it effectively."
odds,	考えられる,We found several odds.
ongoing,	多分,They are ongoing the results.
panel,	考案,"The concept of 'panel' plays an important role in many real-life situations, helping us better understand and use it effectively."
panelled,	想像,I panelled the report.
panelling,	妊娠,They are panelling the results.
panels,	信じられない,We found several panels.
persist,	想像もつかないほど,"The concept of 'persist' plays an important role in many real-life situations, helping us better understand and use it effectively."
persisted,説得する,I persisted the report.
persistence,	確信,"The concept of 'persistence' plays an important role in many real-life situations, helping us better understand and use it effectively."
